83;air_base;972.00;10.28;1401.00;3.74;0
83;rocket_site;972.00;10.28;1401.00;3.74;0
83;arms_factory;972.00;10.28;1401.00;3.74;0
7;arms_factory;949.00;9.70;1527.00;1.16;0
7;arms_factory;951.00;9.70;1530.00;5.28;0
7;arms_factory;955.00;9.70;1522.00;0.20;0
7;arms_factory;945.00;9.70;1532.00;3.22;0
7;arms_factory;991.00;13.43;1527.00;5.88;0
7;arms_factory;1005.00;14.35;1531.00;2.26;0
7;industrial_complex;989.00;10.70;1538.00;0.11;0
7;industrial_complex;984.00;11.95;1550.00;1.67;0
7;industrial_complex;989.00;11.95;1555.00;5.79;0
7;industrial_complex;985.00;12.70;1542.00;0.71;0
7;industrial_complex;1005.00;10.55;1538.00;4.83;0
7;industrial_complex;996.00;12.80;1545.00;0.11;0
7;air_base;984.00;11.85;1530.00;2.78;0
7;supply_node;953.00;15.03;1595.00;1.36;0
7;supply_node;964.00;9.82;1545.00;2.84;0
7;supply_node;958.00;10.35;1563.00;5.77;0
7;supply_node;976.00;12.38;1520.00;3.54;0
7;supply_node;1000.00;13.68;1549.00;5.01;0
7;supply_node;995.00;14.40;1572.00;1.67;0
7;supply_node;983.00;12.40;1551.00;4.25;0
7;supply_node;979.00;13.45;1590.00;0.90;0
7;supply_node;998.00;13.98;1522.00;3.84;0
7;supply_node;940.00;9.70;1543.00;0.14;0
7;supply_node;998.00;15.20;1593.00;3.08;0
7;supply_node;952.00;9.70;1527.00;4.56;0
7;supply_node;937.00;10.00;1572.00;2.31;0
7;supply_node;963.00;13.60;1578.00;5.25;0
7;bunker;983.00;9.90;1535.00;0.18;0
7;bunker;960.00;14.23;1599.00;2.84;0
7;bunker;948.00;11.73;1571.00;5.50;0
7;bunker;947.00;9.70;1544.00;2.24;0
7;bunker;959.00;9.85;1540.00;3.45;0
7;bunker;990.00;13.80;1562.00;1.29;0
7;bunker;1003.00;14.00;1551.00;2.85;0
7;bunker;956.00;9.70;1550.00;5.51;0
7;bunker;943.00;10.35;1571.00;1.90;0
7;bunker;990.00;11.75;1537.00;6.02;0
7;bunker;975.00;13.32;1602.00;6.12;0
7;bunker;974.00;12.65;1530.00;3.96;0
7;bunker;987.00;14.30;1593.00;1.80;0
7;bunker;951.00;14.12;1582.00;4.46;0
7;anti_air_building;979.00;14.03;1598.00;6.03;0
7;anti_air_building;996.00;12.82;1510.00;2.41;0
7;anti_air_building;991.00;10.78;1539.00;0.25;0
7;radar_station;968.00;9.70;1557.00;2.04;0
7;rocket_site;981.00;13.15;1519.00;3.52;0
1;arms_factory;819.00;11.75;1691.00;1.73;0
1;arms_factory;826.00;9.70;1610.00;0.78;0
1;arms_factory;850.00;9.70;1620.00;2.34;0
1;arms_factory;824.00;9.70;1667.00;0.18;0
1;arms_factory;804.00;12.30;1689.00;2.84;0
1;industrial_complex;810.00;9.70;1632.00;5.50;0
1;industrial_complex;801.00;12.10;1673.00;2.24;0
1;industrial_complex;856.00;13.00;1624.00;1.29;0
1;industrial_complex;830.00;11.62;1602.00;2.85;0
1;industrial_complex;818.00;12.75;1681.00;5.51;0
1;air_base;838.00;9.70;1628.00;1.90;0
1;naval_base;791.00;9.50;1665.00;-1.77;5530
1;naval_base;826.00;9.70;1597.00;-2.11;4895
1;naval_base;824.00;9.50;1617.00;-2.55;2875
1;naval_base;825.00;9.50;1612.00;-2.76;2875
1;naval_base;800.00;9.50;1644.00;-1.03;2875
1;naval_base;792.00;9.50;1661.00;-1.33;2875
1;naval_base;816.00;9.70;1623.00;-0.20;2875
1;naval_base;805.00;9.50;1633.00;-0.64;2875
1;naval_base;795.00;9.70;1679.00;-1.74;5530
1;bunker;841.00;9.70;1594.00;3.15;0
1;bunker;823.00;9.70;1665.00;6.16;0
1;bunker;814.00;13.53;1685.00;1.09;0
1;bunker;807.00;12.48;1665.00;5.21;0
1;bunker;818.00;9.70;1652.00;1.59;0
1;bunker;836.00;14.65;1670.00;3.15;0
1;bunker;804.00;10.62;1664.00;0.99;0
1;bunker;809.00;9.70;1631.00;3.66;0
1;bunker;830.00;9.70;1652.00;0.04;0
1;bunker;845.00;13.88;1691.00;1.60;0
1;bunker;837.00;9.70;1585.00;5.72;0
1;bunker;824.00;9.70;1654.00;0.65;0
1;bunker;844.00;14.95;1658.00;4.77;0
1;bunker;857.00;9.70;1600.00;0.04;0
1;bunker;822.00;14.12;1691.00;4.17;0
1;bunker;839.00;9.70;1618.00;5.37;0
1;bunker;801.00;10.38;1663.00;3.21;0
1;bunker;846.00;13.00;1642.00;6.23;0
1;bunker;853.00;14.68;1634.00;1.16;0
1;bunker;849.00;9.70;1614.00;5.28;0
1;bunker;865.00;9.70;1606.00;0.55;0
1;bunker;847.00;9.70;1607.00;3.22;0
1;bunker;838.00;9.88;1611.00;5.88;0
1;bunker;861.00;9.70;1612.00;3.73;0
1;bunker;831.00;9.70;1630.00;3.83;0
1;bunker;827.00;9.70;1617.00;1.67;0
1;bunker;803.00;10.55;1677.00;4.33;0
1;bunker;823.00;9.70;1645.00;0.71;0
1;bunker;829.00;9.70;1638.00;3.73;0
1;bunker;809.00;11.40;1657.00;0.11;0
1;bunker;816.00;9.70;1629.00;2.78;0
1;coastal_bunker;799.00;9.50;1646.00;-1.33;0
1;coastal_bunker;835.00;9.50;1623.00;-2.03;0
1;coastal_bunker;828.00;9.50;1600.00;-2.11;0
1;coastal_bunker;793.00;9.70;1668.00;-1.77;0
1;coastal_bunker;820.00;9.50;1606.00;0.24;0
1;coastal_bunker;836.00;9.50;1581.00;-0.79;0
1;coastal_bunker;834.00;9.50;1623.00;-0.59;0
1;coastal_bunker;806.00;9.50;1632.00;-0.64;0
1;coastal_bunker;802.00;9.50;1637.00;-1.03;0
1;coastal_bunker;823.00;9.50;1618.00;-2.55;0
1;coastal_bunker;795.00;9.50;1682.00;-1.74;0
1;coastal_bunker;815.00;9.50;1621.00;-0.20;0
1;coastal_bunker;823.00;9.50;1625.00;0.14;0
1;dockyard;833.00;9.88;1620.00;-2.55;0
1;anti_air_building;842.00;9.70;1589.00;1.39;0
1;anti_air_building;829.00;9.70;1635.00;4.40;0
1;anti_air_building;813.00;9.75;1648.00;0.79;0
1;radar_station;835.00;9.70;1637.00;5.39;0
1;rocket_site;820.00;9.70;1672.00;0.18;0
1;supply_node;798.00;9.70;1668.00;4.38;0
1;supply_node;817.00;9.70;1627.00;4.38;0
1;supply_node;845.00;12.07;1639.00;4.38;0
1;supply_node;835.00;10.45;1655.00;4.38;0
1;supply_node;819.00;9.70;1654.00;4.38;0
1;supply_node;813.00;10.07;1670.00;4.38;0
1;supply_node;865.00;15.90;1617.00;4.38;0
1;supply_node;853.00;12.45;1627.00;4.38;0
1;supply_node;826.00;10.60;1671.00;4.38;0
1;supply_node;800.00;9.95;1681.00;4.38;0
1;supply_node;834.00;9.78;1609.00;4.38;0
1;supply_node;828.00;9.70;1617.00;4.38;0
1;supply_node;836.00;9.70;1588.00;4.38;0
1;supply_node;843.00;13.70;1686.00;4.38;0
1;supply_node;810.00;14.05;1685.00;4.38;0
1;supply_node;824.00;13.65;1686.00;4.38;0
1;supply_node;810.00;9.70;1633.00;4.38;0
1;supply_node;847.00;9.70;1613.00;4.38;0
1;supply_node;840.00;9.70;1619.00;4.38;0
1;supply_node;818.00;9.70;1640.00;4.38;0
1;supply_node;805.00;9.70;1642.00;4.38;0
1;supply_node;810.00;10.98;1654.00;4.38;0
1;supply_node;844.00;9.70;1595.00;4.38;0
1;supply_node;850.00;9.70;1605.00;4.38;0
1;supply_node;831.00;9.70;1597.00;4.38;0
1;supply_node;822.00;9.70;1608.00;4.38;0
1;supply_node;827.00;9.70;1650.00;4.38;0
1;supply_node;832.00;9.70;1638.00;4.38;0
1;supply_node;800.00;9.70;1655.00;4.38;0
1;supply_node;842.00;14.20;1673.00;4.38;0
1;supply_node;826.00;9.70;1631.00;4.38;0
1;supply_node;846.00;14.98;1657.00;4.38;0
1;supply_node;861.00;9.70;1607.00;4.38;0
1;supply_node;855.00;9.70;1598.00;4.38;0
1;supply_node;837.00;9.70;1629.00;4.38;0
1;naval_base;834.00;9.50;1624.00;-0.59;2875
1;naval_base;836.00;9.50;1581.00;-0.79;2652
1;naval_base;823.00;9.70;1626.00;0.14;2875
1;naval_base;835.00;9.50;1621.00;-2.03;2875
1;bunker;829.00;9.70;1606.00;2.10;0
1;bunker;807.00;9.70;1647.00;2.10;0
1;bunker;832.00;9.70;1594.00;2.10;0
1;bunker;837.00;9.70;1629.00;2.10;0
4;arms_factory;910.00;12.90;1614.00;3.81;0
4;arms_factory;910.00;12.90;1614.00;3.81;0
